target,run_seed,generation,best_fitness,mean_fitness,best_length,mean_length
nguyen2,2,0,0.839563,0.155635,8,8
nguyen2,2,1,0.839563,0.315357,8,7.999
nguyen2,2,2,0.839563,0.401901,9,7.998
nguyen2,2,3,0.839563,0.432207,9,8.033
nguyen2,2,4,0.839563,0.457253,8,8.04
nguyen2,2,5,0.839563,0.50812,8,8.131
nguyen2,2,6,0.839563,0.561219,8,8.269
nguyen2,2,7,0.839563,0.648738,9,8.266
nguyen2,2,8,0.839563,0.707975,10,8.363
nguyen2,2,9,0.839563,0.735081,8,8.302
nguyen2,2,10,0.839563,0.739399,8,8.338
nguyen2,2,11,0.839563,0.741871,9,8.452
nguyen2,2,12,0.839563,0.726723,10,8.524
nguyen2,2,13,0.839563,0.735968,8,8.671
nguyen2,2,14,0.839563,0.743168,8,8.722
nguyen2,2,15,0.839563,0.744223,8,8.782
nguyen2,2,16,0.839563,0.749376,8,8.792
nguyen2,2,17,0.839563,0.731284,8,8.791
nguyen2,2,18,0.839563,0.737557,8,8.768
nguyen2,2,19,0.839563,0.741488,9,8.656
nguyen2,2,20,0.839563,0.744963,10,8.765
nguyen2,2,21,0.839563,0.750673,8,8.78
nguyen2,2,22,0.839563,0.727752,8,8.754
nguyen2,2,23,0.839563,0.74518,8,8.898
nguyen2,2,24,0.839563,0.749521,8,8.837
nguyen2,2,25,0.839563,0.744414,7,8.712
nguyen2,2,26,0.839563,0.732306,10,8.731
nguyen2,2,27,0.839563,0.73836,8,8.748
nguyen2,2,28,0.839563,0.742022,8,8.794
nguyen2,2,29,0.839563,0.74766,9,8.753
nguyen2,2,30,0.839563,0.764993,7,8.859
nguyen2,2,31,0.839563,0.73379,7,8.935
nguyen2,2,32,0.839563,0.742448,8,8.97
nguyen2,2,33,0.839563,0.746663,8,8.994
nguyen2,2,34,0.839563,0.737424,8,9.065
nguyen2,2,35,0.839563,0.743401,8,9.012
nguyen2,2,36,0.839563,0.739785,8,9.081
nguyen2,2,37,0.839563,0.751593,10,9.021
nguyen2,2,38,0.839563,0.745315,8,8.97
nguyen2,2,39,0.839563,0.732258,10,8.931
nguyen2,2,40,0.839563,0.746452,7,8.954
nguyen2,2,41,0.839563,0.751679,9,8.922
nguyen2,2,42,0.839563,0.727019,8,8.869
nguyen2,2,43,0.839563,0.739377,8,8.744
nguyen2,2,44,0.839563,0.733963,6,8.732
nguyen2,2,45,0.839563,0.74808,8,8.793
nguyen2,2,46,0.839563,0.737843,9,8.832
nguyen2,2,47,0.839563,0.742416,6,8.811
nguyen2,2,48,0.839563,0.738098,8,8.795
nguyen2,2,49,0.839563,0.74193,8,8.797
nguyen2,2,50,0.839563,0.744279,8,8.801
nguyen2,2,51,0.839563,0.740679,8,8.778
nguyen2,2,52,0.839563,0.744098,8,8.814
nguyen2,2,53,0.839563,0.737635,8,8.748
nguyen2,2,54,0.839563,0.748648,8,8.794
nguyen2,2,55,0.839563,0.742213,9,8.813
nguyen2,2,56,0.839563,0.732001,9,8.891
nguyen2,2,57,0.839563,0.750414,8,8.985
nguyen2,2,58,0.839563,0.743078,7,8.972
nguyen2,2,59,0.839563,0.744852,8,9.015
nguyen2,2,60,0.839563,0.741014,8,8.976
nguyen2,2,61,0.839563,0.747382,8,9.108
nguyen2,2,62,0.839563,0.734295,8,9.22
nguyen2,2,63,0.839563,0.734638,10,9.198
nguyen2,2,64,0.839563,0.73887,7,9.193
