target,run_seed,generation,best_fitness,mean_fitness,best_length,mean_length
nguyen1,0,0,0.639308,0.230715,8,8
nguyen1,0,1,0.639308,0.433882,8,8.043
nguyen1,0,2,0.639308,0.576023,8,7.996
nguyen1,0,3,0.724951,0.590129,9,8.03
nguyen1,0,4,0.724951,0.577518,9,7.979
nguyen1,0,5,0.724951,0.559125,9,8.047
nguyen1,0,6,0.724951,0.560115,8,8.062
nguyen1,0,7,0.724951,0.553957,7,8.141
nguyen1,0,8,0.782787,0.569058,8,8.307
nguyen1,0,9,0.782787,0.593285,8,8.492
nguyen1,0,10,0.782787,0.647913,8,8.546
nguyen1,0,11,0.782787,0.671345,9,8.558
nguyen1,0,12,0.782787,0.676534,8,8.597
nguyen1,0,13,0.782787,0.671555,8,8.704
nguyen1,0,14,0.782787,0.669413,8,8.667
nguyen1,0,15,0.799039,0.665802,8,8.755
nguyen1,0,16,0.826426,0.657536,9,8.747
nguyen1,0,17,0.826426,0.650163,9,8.771
nguyen1,0,18,0.826426,0.627815,9,8.773
nguyen1,0,19,0.826426,0.603696,9,8.761
nguyen1,0,20,0.826426,0.594836,9,8.795
nguyen1,0,21,0.826426,0.596254,9,8.973
nguyen1,0,22,0.826426,0.612933,9,9.133
nguyen1,0,23,0.826426,0.637767,9,9.301
nguyen1,0,24,0.826426,0.66277,9,9.388
nguyen1,0,25,0.826426,0.662593,10,9.442
nguyen1,0,26,0.833745,0.666041,15,9.593
nguyen1,0,27,0.833745,0.656624,15,9.697
nguyen1,0,28,0.833745,0.66022,15,9.754
nguyen1,0,29,0.833745,0.638822,15,10.021
nguyen1,0,30,0.833745,0.607089,15,10.396
nguyen1,0,31,0.897834,0.579325,10,11.136
nguyen1,0,32,0.900018,0.586349,17,12.136
nguyen1,0,33,0.900018,0.594121,17,13.338
nguyen1,0,34,0.900018,0.640502,17,14.358
nguyen1,0,35,0.900018,0.703209,17,15.405
nguyen1,0,36,0.903869,0.721538,17,15.777
nguyen1,0,37,0.903869,0.731571,16,15.772
nguyen1,0,38,0.903869,0.688604,16,15.555
nguyen1,0,39,0.903869,0.701983,16,15.17
nguyen1,0,40,0.913879,0.680352,15,15.41
nguyen1,0,41,0.913879,0.744474,15,16.123
nguyen1,0,42,0.913879,0.785555,18,16.462
nguyen1,0,43,0.913879,0.804854,16,16.671
nguyen1,0,44,0.913879,0.807247,16,16.915
nguyen1,0,45,0.913879,0.792798,16,17.04
nguyen1,0,46,0.913879,0.810638,17,17.161
nguyen1,0,47,0.913879,0.793549,21,17.41
nguyen1,0,48,0.913879,0.802845,19,17.402
nguyen1,0,49,0.913879,0.798998,16,17.372
nguyen1,0,50,0.913879,0.79573,15,17.508
nguyen1,0,51,0.913879,0.783639,17,17.638
nguyen1,0,52,0.913879,0.798359,17,17.586
nguyen1,0,53,0.913879,0.791728,19,17.635
nguyen1,0,54,0.913879,0.786922,17,17.608
nguyen1,0,55,0.913879,0.793769,16,17.601
nguyen1,0,56,0.913879,0.788571,16,17.743
nguyen1,0,57,0.913879,0.791734,17,17.717
nguyen1,0,58,0.913879,0.775404,16,17.702
nguyen1,0,59,0.913879,0.777521,15,17.708
nguyen1,0,60,0.913879,0.782375,18,17.648
nguyen1,0,61,0.913879,0.796262,16,17.703
nguyen1,0,62,0.913879,0.788351,17,17.761
nguyen1,0,63,0.913879,0.818178,19,17.801
nguyen1,0,64,0.913879,0.784669,16,17.808
nguyen1,0,65,0.913879,0.79336,15,17.975
nguyen1,0,66,0.913879,0.78508,18,17.971
nguyen1,0,67,0.913879,0.790237,17,17.851
nguyen1,0,68,0.913879,0.797107,19,17.819
nguyen1,0,69,0.913879,0.798866,15,17.78
nguyen1,0,70,0.913879,0.794899,16,17.717
nguyen1,0,71,0.913879,0.796434,15,17.743
nguyen1,0,72,0.913879,0.800512,16,17.753
